distrito,sector,uso_grupo,compatibilidad_desc,conteo
K9,K - Campestre,Habitacional,Compatible,8
K9,K - Campestre,Habitacional,Condicionada,1
K9,K - Campestre,Habitacional,No permitida,5
K9,K - Campestre,Industrial,Compatible,16
K9,K - Campestre,Industrial,Condicionada,8
K9,K - Campestre,Industrial,No permitida,14
L1,L - Palaco,Comercio y servicios,Compatible,74
L1,L - Palaco,Comercio y servicios,Condicionada,22
L1,L - Palaco,Comercio y servicios,No permitida,3
L1,L - Palaco,Equipamiento,Compatible,55
L1,L - Palaco,Equipamiento,Condicionada,5
L1,L - Palaco,Equipamiento,No permitida,7
L1,L - Palaco,Habitacional,Compatible,11
L1,L - Palaco,Habitacional,No permitida,3
L1,L - Palaco,Industrial,Compatible,13
L1,L - Palaco,Industrial,Condicionada,11
L1,L - Palaco,Industrial,No permitida,14
L2,L - Palaco,Comercio y servicios,Compatible,72
L2,L - Palaco,Comercio y servicios,Condicionada,24
L2,L - Palaco,Comercio y servicios,No permitida,3
L2,L - Palaco,Equipamiento,Compatible,55
L2,L - Palaco,Equipamiento,Condicionada,5
L2,L - Palaco,Equipamiento,No permitida,7
L2,L - Palaco,Habitacional,Compatible,11
L2,L - Palaco,Habitacional,No permitida,3
L2,L - Palaco,Industrial,Compatible,13
L2,L - Palaco,Industrial,Condicionada,11
L2,L - Palaco,Industrial,No permitida,14
L3,L - Palaco,Comercio y servicios,Compatible,60
L3,L - Palaco,Comercio y servicios,Condicionada,24
L3,L - Palaco,Comercio y servicios,No permitida,15
L3,L - Palaco,Equipamiento,Compatible,30
L3,L - Palaco,Equipamiento,Condicionada,1
L3,L - Palaco,Equipamiento,No permitida,36
L3,L - Palaco,Habitacional,Compatible,8
L3,L - Palaco,Habitacional,No permitida,6
L3,L - Palaco,Industrial,Compatible,12
L3,L - Palaco,Industrial,Condicionada,12
L3,L - Palaco,Industrial,No permitida,14
L4,L - Palaco,Comercio y servicios,Compatible,72
L4,L - Palaco,Comercio y servicios,Condicionada,23
L4,L - Palaco,Comercio y servicios,No permitida,4
L4,L - Palaco,Equipamiento,Compatible,16
L4,L - Palaco,Equipamiento,Condicionada,13
L4,L - Palaco,Equipamiento,No permitida,38
L4,L - Palaco,Habitacional,Compatible,8
L4,L - Palaco,Habitacional,No permitida,6
L4,L - Palaco,Industrial,Compatible,13
L4,L - Palaco,Industrial,Condicionada,12
L4,L - Palaco,Industrial,No permitida,13
M1,M - Nuevo Mexicali,Comercio y servicios,Compatible,70
M1,M - Nuevo Mexicali,Comercio y servicios,Condicionada,21
M1,M - Nuevo Mexicali,Comercio y servicios,No permitida,8
M1,M - Nuevo Mexicali,Equipamiento,Compatible,24
M1,M - Nuevo Mexicali,Equipamiento,Condicionada,13
M1,M - Nuevo Mexicali,Equipamiento,No permitida,30
M1,M - Nuevo Mexicali,Habitacional,Compatible,11
M1,M - Nuevo Mexicali,Habitacional,No permitida,3
M1,M - Nuevo Mexicali,Industrial,Compatible,13
M1,M - Nuevo Mexicali,Industrial,Condicionada,11
M1,M - Nuevo Mexicali,Industrial,No permitida,14
M2,M - Nuevo Mexicali,Comercio y servicios,Compatible,72
M2,M - Nuevo Mexicali,Comercio y servicios,Condicionada,24
M2,M - Nuevo Mexicali,Comercio y servicios,No permitida,3
M2,M - Nuevo Mexicali,Equipamiento,Compatible,47
M2,M - Nuevo Mexicali,Equipamiento,Condicionada,11
M2,M - Nuevo Mexicali,Equipamiento,No permitida,9
M2,M - Nuevo Mexicali,Habitacional,Compatible,11
M2,M - Nuevo Mexicali,Habitacional,No permitida,3
M2,M - Nuevo Mexicali,Industrial,Compatible,13
M2,M - Nuevo Mexicali,Industrial,Condicionada,11
M2,M - Nuevo Mexicali,Industrial,No permitida,14
M3,M - Nuevo Mexicali,Comercio y servicios,Compatible,72
M3,M - Nuevo Mexicali,Comercio y servicios,Condicionada,24
M3,M - Nuevo Mexicali,Comercio y servicios,No permitida,3
M3,M - Nuevo Mexicali,Equipamiento,Compatible,47
M3,M - Nuevo Mexicali,Equipamiento,Condicionada,11
M3,M - Nuevo Mexicali,Equipamiento,No permitida,9
M3,M - Nuevo Mexicali,Habitacional,Compatible,11
M3,M - Nuevo Mexicali,Habitacional,No permitida,3
M3,M - Nuevo Mexicali,Industrial,Compatible,13
M3,M - Nuevo Mexicali,Industrial,Condicionada,11
M3,M - Nuevo Mexicali,Industrial,No permitida,14
M4,M - Nuevo Mexicali,Comercio y servicios,Compatible,72
M4,M - Nuevo Mexicali,Comercio y servicios,Condicionada,23
M4,M - Nuevo Mexicali,Comercio y servicios,No permitida,4
M4,M - Nuevo Mexicali,Equipamiento,Compatible,46
M4,M - Nuevo Mexicali,Equipamiento,Condicionada,12
M4,M - Nuevo Mexicali,Equipamiento,No permitida,9
M4,M - Nuevo Mexicali,Habitacional,Compatible,11
M4,M - Nuevo Mexicali,Habitacional,No permitida,3
M4,M - Nuevo Mexicali,Industrial,Compatible,13
M4,M - Nuevo Mexicali,Industrial,Condicionada,10
M4,M - Nuevo Mexicali,Industrial,No permitida,15
M5,M - Nuevo Mexicali,Comercio y servicios,Compatible,72
M5,M - Nuevo Mexicali,Comercio y servicios,Condicionada,21
M5,M - Nuevo Mexicali,Comercio y servicios,No permitida,6
M5,M - Nuevo Mexicali,Equipamiento,Compatible,46
M5,M - Nuevo Mexicali,Equipamiento,Condicionada,12
M5,M - Nuevo Mexicali,Equipamiento,No permitida,9
M5,M - Nuevo Mexicali,Habitacional,Compatible,11
M5,M - Nuevo Mexicali,Habitacional,No permitida,3
M5,M - Nuevo Mexicali,Industrial,Compatible,12
M5,M - Nuevo Mexicali,Industrial,Condicionada,6
M5,M - Nuevo Mexicali,Industrial,No permitida,20
N1,N - Pueblas,Comercio y servicios,Compatible,73
N1,N - Pueblas,Comercio y servicios,Condicionada,24
N1,N - Pueblas,Comercio y servicios,No permitida,2
N1,N - Pueblas,Equipamiento,Compatible,46
N1,N - Pueblas,Equipamiento,Condicionada,12
N1,N - Pueblas,Equipamiento,No permitida,9
N1,N - Pueblas,Habitacional,Compatible,8
N1,N - Pueblas,Habitacional,Condicionada,3
N1,N - Pueblas,Habitacional,No permitida,3
N1,N - Pueblas,Industrial,Compatible,12
N1,N - Pueblas,Industrial,Condicionada,12
N1,N - Pueblas,Industrial,No permitida,14
N2,N - Pueblas,Comercio y servicios,Compatible,65
N2,N - Pueblas,Comercio y servicios,Condicionada,20
N2,N - Pueblas,Comercio y servicios,No permitida,14
N2,N - Pueblas,Equipamiento,Compatible,46
N2,N - Pueblas,Equipamiento,Condicionada,6
N2,N - Pueblas,Equipamiento,No permitida,15
N2,N - Pueblas,Habitacional,Compatible,8
N2,N - Pueblas,Habitacional,No permitida,6
N2,N - Pueblas,Industrial,Compatible,10
N2,N - Pueblas,Industrial,Condicionada,8
N2,N - Pueblas,Industrial,No permitida,20
N3,N - Pueblas,Comercio y servicios,Compatible,72
N3,N - Pueblas,Comercio y servicios,Condicionada,24
N3,N - Pueblas,Comercio y servicios,No permitida,3
N3,N - Pueblas,Equipamiento,Compatible,47
N3,N - Pueblas,Equipamiento,Condicionada,11
N3,N - Pueblas,Equipamiento,No permitida,9
N3,N - Pueblas,Habitacional,Compatible,8
N3,N - Pueblas,Habitacional,No permitida,6
N3,N - Pueblas,Industrial,Compatible,12
N3,N - Pueblas,Industrial,Condicionada,13
N3,N - Pueblas,Industrial,No permitida,13
O1,O - Condesa,Comercio y servicios,Compatible,70
O1,O - Condesa,Comercio y servicios,Condicionada,26
O1,O - Condesa,Comercio y servicios,No permitida,3
O1,O - Condesa,Equipamiento,Compatible,47
O1,O - Condesa,Equipamiento,Condicionada,12
O1,O - Condesa,Equipamiento,No permitida,8
O1,O - Condesa,Habitacional,Compatible,9
O1,O - Condesa,Habitacional,Condicionada,4
O1,O - Condesa,Habitacional,No permitida,1
O1,O - Condesa,Industrial,Compatible,10
O1,O - Condesa,Industrial,Condicionada,13
O1,O - Condesa,Industrial,No permitida,15
O2,O - Condesa,Comercio y servicios,Compatible,60
O2,O - Condesa,Comercio y servicios,Condicionada,28
O2,O - Condesa,Comercio y servicios,No permitida,11
O2,O - Condesa,Equipamiento,Compatible,46
O2,O - Condesa,Equipamiento,Condicionada,12
O2,O - Condesa,Equipamiento,No permitida,9
O2,O - Condesa,Habitacional,Compatible,8
O2,O - Condesa,Habitacional,Condicionada,3
O2,O - Condesa,Habitacional,No permitida,3
O2,O - Condesa,Industrial,Compatible,8
O2,O - Condesa,Industrial,Condicionada,13
O2,O - Condesa,Industrial,No permitida,17
O3,O - Condesa,Comercio y servicios,Compatible,70
O3,O - Condesa,Comercio y servicios,Condicionada,27
O3,O - Condesa,Comercio y servicios,No permitida,2
O3,O - Condesa,Equipamiento,Compatible,47
O3,O - Condesa,Equipamiento,Condicionada,12
O3,O - Condesa,Equipamiento,No permitida,8
O3,O - Condesa,Habitacional,Compatible,8
O3,O - Condesa,Habitacional,Condicionada,3
O3,O - Condesa,Habitacional,No permitida,3
O3,O - Condesa,Industrial,Compatible,10
O3,O - Condesa,Industrial,Condicionada,14
O3,O - Condesa,Industrial,No permitida,14
O4,O - Condesa,Comercio y servicios,Compatible,70
O4,O - Condesa,Comercio y servicios,Condicionada,27
O4,O - Condesa,Comercio y servicios,No permitida,2
O4,O - Condesa,Equipamiento,Compatible,47
O4,O - Condesa,Equipamiento,Condicionada,12
O4,O - Condesa,Equipamiento,No permitida,8
O4,O - Condesa,Habitacional,Compatible,9
O4,O - Condesa,Habitacional,Condicionada,4
O4,O - Condesa,Habitacional,No permitida,1
O4,O - Condesa,Industrial,Compatible,10
O4,O - Condesa,Industrial,Condicionada,14
O4,O - Condesa,Industrial,No permitida,14
P1,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Compatible,71
P1,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Condicionada,21
P1,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,No permitida,7
P1,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Compatible,51
P1,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Condicionada,6
P1,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,No permitida,10
P1,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Compatible,8
P1,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Condicionada,5
P1,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,No permitida,1
P1,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Compatible,13
P1,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Condicionada,11
P1,P - Reservas Integrales de Ocupacion Condicionada,Industrial,No permitida,14
P2,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Compatible,66
P2,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Condicionada,29
P2,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,No permitida,4
P2,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Compatible,45
P2,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Condicionada,18
P2,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,No permitida,4
P2,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Compatible,8
P2,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Condicionada,5
P2,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,No permitida,1
P2,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Compatible,13
P2,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Condicionada,14
P2,P - Reservas Integrales de Ocupacion Condicionada,Industrial,No permitida,11
P3,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Compatible,73
P3,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,Condicionada,22
P3,P - Reservas Integrales de Ocupacion Condicionada,Comercio y servicios,No permitida,4
P3,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Compatible,39
P3,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,Condicionada,21
P3,P - Reservas Integrales de Ocupacion Condicionada,Equipamiento,No permitida,7
P3,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Compatible,8
P3,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,Condicionada,5
P3,P - Reservas Integrales de Ocupacion Condicionada,Habitacional,No permitida,1
P3,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Compatible,13
P3,P - Reservas Integrales de Ocupacion Condicionada,Industrial,Condicionada,12
P3,P - Reservas Integrales de Ocupacion Condicionada,Industrial,No permitida,13
