nivel,seccion,pagina_pdf,uso_grupo,codigo_actividad,actividad,distrito,sector,compatibilidad,compatibilidad_desc,confianza_color,fuente,nota
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,I8,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,J1,J - Lagunas,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,J2,J - Lagunas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,J3,J - Lagunas,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K1,K - Campestre,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K2,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K3,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K4,K - Campestre,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K5,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K6,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K7,K - Campestre,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K8,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,K9,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,L1,L - Palaco,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,L2,L - Palaco,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,L3,L - Palaco,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,L4,L - Palaco,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,M1,M - Nuevo Mexicali,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,M2,M - Nuevo Mexicali,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,M3,M - Nuevo Mexicali,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,M4,M - Nuevo Mexicali,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,M5,M - Nuevo Mexicali,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,N1,N - Pueblas,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,N2,N - Pueblas,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,N3,N - Pueblas,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,O1,O - Condesa,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,O2,O - Condesa,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,O3,O - Condesa,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,O4,O - Condesa,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,P1,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.3,Cines y teatros,P3,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,G1,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,G2,G - Progreso,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,G3,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,G4,G - Progreso,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,G5,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,H1,H - Portales,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,H2,H - Portales,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,H3,H - Portales,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,H4,H - Portales,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I1,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I2,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I3,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I4,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I5,I - Anahuac-Villas del Rey,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I6,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I7,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,I8,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,J1,J - Lagunas,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,J2,J - Lagunas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,J3,J - Lagunas,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K1,K - Campestre,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K2,K - Campestre,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K3,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K4,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K5,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K6,K - Campestre,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K7,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K8,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,K9,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,L1,L - Palaco,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,L2,L - Palaco,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,L3,L - Palaco,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,L4,L - Palaco,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,M1,M - Nuevo Mexicali,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,M2,M - Nuevo Mexicali,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,M3,M - Nuevo Mexicali,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,M4,M - Nuevo Mexicali,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,M5,M - Nuevo Mexicali,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,N1,N - Pueblas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,N2,N - Pueblas,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,N3,N - Pueblas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,O1,O - Condesa,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,O2,O - Condesa,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,O3,O - Condesa,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,O4,O - Condesa,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,P1,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.4,Auditorios,P3,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,G1,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,G2,G - Progreso,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,G3,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,G4,G - Progreso,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,G5,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,H1,H - Portales,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,H2,H - Portales,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,H3,H - Portales,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,H4,H - Portales,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I1,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I2,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I3,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I4,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I5,I - Anahuac-Villas del Rey,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I6,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I7,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,I8,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,J1,J - Lagunas,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,J2,J - Lagunas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,J3,J - Lagunas,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K1,K - Campestre,NP,No permitida,101,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K2,K - Campestre,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K3,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K4,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K5,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K6,K - Campestre,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K7,K - Campestre,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K8,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,K9,K - Campestre,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,L1,L - Palaco,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,L2,L - Palaco,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,L3,L - Palaco,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,L4,L - Palaco,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,M1,M - Nuevo Mexicali,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,M2,M - Nuevo Mexicali,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,M3,M - Nuevo Mexicali,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,M4,M - Nuevo Mexicali,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,M5,M - Nuevo Mexicali,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,N1,N - Pueblas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,N2,N - Pueblas,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,N3,N - Pueblas,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,O1,O - Condesa,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,O2,O - Condesa,COND,Condicionada,100,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,O3,O - Condesa,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,O4,O - Condesa,COND,Condicionada,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,P1,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,P2,P - Reservas Integrales de Ocupacion Condicionada,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,36,Equipamiento,5.4.5,Centros de convenciones y espectáculos,P3,P - Reservas Integrales de Ocupacion Condicionada,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",G1,G - Progreso,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",G2,G - Progreso,NP,No permitida,92,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",G3,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",G4,G - Progreso,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",G5,G - Progreso,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",H1,H - Portales,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",H2,H - Portales,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",H3,H - Portales,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",H4,H - Portales,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I1,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I2,I - Anahuac-Villas del Rey,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I3,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I4,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I5,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I6,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I7,I - Anahuac-Villas del Rey,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",I8,I - Anahuac-Villas del Rey,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",J1,J - Lagunas,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",J2,J - Lagunas,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",J3,J - Lagunas,COND,Condicionada,94,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K1,K - Campestre,NP,No permitida,106,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K2,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K3,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K4,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K5,K - Campestre,C,Compatible,158,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K6,K - Campestre,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K7,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K8,K - Campestre,C,Compatible,161,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",K9,K - Campestre,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",L1,L - Palaco,C,Compatible,149,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",L2,L - Palaco,C,Compatible,148,matriz de compatibilidad del PDUCPM.pdf,
Ciudad - area urbana,G-P,37,Equipamiento,5.4.6,"Museos, sitios históricos y similares",L3,L - Palaco,NP,No permitida,97,matriz de compatibilidad del PDUCPM.pdf,
